order_id,order_date,ship_date,customer_name,segment,region,product_name,category,sub_category,quantity,revenue,discount,profit
CA-2015-116750,2015-07-05,2015-07-10,Barbara Fisher,Corporate,South,Stackable Trays,Furniture,Furnishings,2,4.928,0.2,0.7392
CA-2015-116750,2015-07-05,2015-07-10,Barbara Fisher,Corporate,South,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,5,7.23,0.7,-5.784
CA-2015-162369,2015-08-15,2015-08-19,Tim Taslimi,Corporate,West,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,2,323.1,0.0,61.389
CA-2017-108441,2017-06-12,2017-06-18,Sarah Bern,Consumer,East,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,4,19.04,0.0,9.3296
CA-2017-108441,2017-06-12,2017-06-18,Sarah Bern,Consumer,East,Angle-D Ring Binders,Office Supplies,Binders,3,13.128,0.2,4.2666
CA-2017-108441,2017-06-12,2017-06-18,Sarah Bern,Consumer,East,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,3,64.14,0.0,16.6764
CA-2017-108441,2017-06-12,2017-06-18,Sarah Bern,Consumer,East,Safco Contoured Stacking Chairs,Furniture,Chairs,4,858.24,0.1,143.04
CA-2015-169740,2015-02-20,2015-02-25,Liz MacKendrick,Consumer,South,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,1,29.99,0.0,2.999
CA-2016-124051,2016-12-29,2016-12-30,Kelly Andreada,Consumer,Central,White Computer Printout Paper by Universal,Office Supplies,Paper,6,186.048,0.2,67.4424
CA-2016-149111,2016-04-17,2016-04-21,Ben Ferrer,Home Office,South,Motorola L804,Technology,Phones,1,36.792,0.2,4.1391
CA-2016-149111,2016-04-17,2016-04-21,Ben Ferrer,Home Office,South,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,8,18.624,0.2,6.2856
CA-2014-131002,2014-09-07,2014-09-12,Tom Boeckenhauer,Consumer,Central,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,3,57.69,0.0,23.6529
CA-2014-131002,2014-09-07,2014-09-12,Tom Boeckenhauer,Consumer,Central,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,3,42.81,0.0,20.1207
CA-2014-131002,2014-09-07,2014-09-12,Tom Boeckenhauer,Consumer,Central,Xerox 2000,Office Supplies,Paper,2,12.96,0.0,6.2208
CA-2014-131002,2014-09-07,2014-09-12,Tom Boeckenhauer,Consumer,Central,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,6,821.88,0.0,213.6888
CA-2014-131002,2014-09-07,2014-09-12,Tom Boeckenhauer,Consumer,Central,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,3,104.85,0.0,28.3095
US-2016-146794,2016-09-26,2016-10-01,Sally Hughsby,Corporate,West,Bestar Classic Bookcase,Furniture,Bookcases,5,424.9575,0.15,19.998
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,Avery Non-Stick Binders,Office Supplies,Binders,3,10.776,0.2,3.5022
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,3,11.784,0.2,4.2717
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,Green Bar Computer Printout Paper,Office Supplies,Paper,3,164.88,0.0,80.7912
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,3,1292.94,0.0,77.5764
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,2,25.584,0.2,8.9544
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,2,261.74,0.0,65.435
CA-2017-112515,2017-09-17,2017-09-21,Alan Schoenberger,Corporate,West,Avery 514,Office Supplies,Labels,5,14.4,0.0,7.056
CA-2016-150343,2016-08-16,2016-08-20,Pete Kriz,Consumer,West,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,3,10.86,0.0,5.1042
CA-2015-135538,2015-12-24,2015-12-28,Harold Ryan,Corporate,West,SAFCO Arco Folding Chair,Furniture,Chairs,4,883.84,0.2,99.432
CA-2017-123372,2017-11-28,2017-12-02,Deirdre Greer,Corporate,East,Google Nexus 5,Technology,Phones,11,1979.89,0.0,494.9725
CA-2017-123372,2017-11-28,2017-12-02,Deirdre Greer,Corporate,East,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,2,79.96,0.0,35.982
CA-2017-159604,2017-04-14,2017-04-15,Craig Leslie,Home Office,Central,Acco 3-Hole Punch,Office Supplies,Binders,2,8.76,0.0,4.2048
CA-2016-164784,2016-05-01,2016-05-04,Herbert Flentye,Consumer,South,Avery 499,Office Supplies,Labels,1,3.984,0.2,1.2948
CA-2016-164784,2016-05-01,2016-05-04,Herbert Flentye,Consumer,South,Bevis 44 x 96 Conference Tables,Furniture,Tables,3,370.62,0.4,-142.071
CA-2016-164784,2016-05-01,2016-05-04,Herbert Flentye,Consumer,South,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,2,2.742,0.7,-2.0108
CA-2016-111794,2016-10-01,2016-10-01,Hunter Glantz,Consumer,Central,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,3,79.512,0.2,20.8719
CA-2016-111794,2016-10-01,2016-10-01,Hunter Glantz,Consumer,Central,Easy-staple paper,Office Supplies,Paper,1,28.352,0.2,9.5688
US-2015-139759,2015-08-25,2015-08-30,Nancy Lomonaco,Home Office,West,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,1,40.784,0.2,4.5882
US-2015-139759,2015-08-25,2015-08-30,Nancy Lomonaco,Home Office,West,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,4,105.96,0.0,29.6688
CA-2014-126403,2014-09-09,2014-09-12,Rick Reed,Corporate,East,Xerox 1913,Office Supplies,Paper,3,166.44,0.0,79.8912
CA-2014-126403,2014-09-09,2014-09-12,Rick Reed,Corporate,East,Global Italian Leather Office Chair,Furniture,Chairs,6,785.88,0.0,212.1876
CA-2014-126403,2014-09-09,2014-09-12,Rick Reed,Corporate,East,Advantus Motivational Note Cards,Office Supplies,Paper,2,26.2,0.0,12.838
CA-2014-126403,2014-09-09,2014-09-12,Rick Reed,Corporate,East,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,5,1325.85,0.0,238.653
CA-2017-136875,2017-12-03,2017-12-03,Toby Carlisle,Consumer,West,Xerox 1888,Office Supplies,Paper,3,166.44,0.0,79.8912
CA-2017-132185,2017-11-27,2017-12-02,Doug Bickford,Consumer,South,Pencil and Crayon Sharpener,Office Supplies,Art,5,8.76,0.2,0.7665
CA-2017-132185,2017-11-27,2017-12-02,Doug Bickford,Consumer,South,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,1,43.584,0.2,4.3584
US-2014-160780,2014-06-21,2014-06-21,Stewart Visinsky,Consumer,West,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,7,11.088,0.7,-8.1312
US-2014-160780,2014-06-21,2014-06-21,Stewart Visinsky,Consumer,West,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,2,25.164,0.7,-16.776
CA-2017-127026,2017-01-21,2017-01-27,Mick Hernandez,Home Office,Central,Avery Durable Binders,Office Supplies,Binders,5,14.4,0.0,7.056
CA-2017-127026,2017-01-21,2017-01-27,Mick Hernandez,Home Office,Central,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,5,619.95,0.0,111.591
CA-2017-127026,2017-01-21,2017-01-27,Mick Hernandez,Home Office,Central,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,4,89.52,0.0,42.0744
CA-2017-127026,2017-01-21,2017-01-27,Mick Hernandez,Home Office,Central,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,3,350.973,0.1,152.0883
CA-2017-127026,2017-01-21,2017-01-27,Mick Hernandez,Home Office,Central,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,1,164.99,0.0,49.497
CA-2017-137085,2017-06-29,2017-07-06,Carol Triggs,Consumer,West,Satellite Sectional Post Binders,Office Supplies,Binders,9,312.552,0.2,101.5794
CA-2016-133123,2016-09-06,2016-09-11,Karl Braun,Consumer,South,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,3,95.952,0.2,29.985
CA-2016-133123,2016-09-06,2016-09-11,Karl Braun,Consumer,South,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,2,3.204,0.7,-2.4564
US-2016-128195,2016-08-04,2016-08-05,Ralph Arnett,Consumer,Central,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,5,3.98,0.8,-6.567
CA-2015-153220,2015-11-12,2015-11-14,Yoseph Carroll,Corporate,West,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,5,15.7,0.0,7.065
CA-2014-123064,2014-06-30,2014-07-02,Russell Applegate,Consumer,Central,BIC Brite Liner Grip Highlighters,Office Supplies,Art,4,5.248,0.2,1.64
CA-2017-156412,2017-12-04,2017-12-08,Charles McCrossin,Consumer,East,Storex Dura Pro Binders,Office Supplies,Binders,3,5.346,0.7,-4.455
US-2016-144211,2016-08-28,2016-09-02,Chad Sievert,Consumer,West,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,3,15.48,0.2,5.6115
US-2016-144211,2016-08-28,2016-09-02,Chad Sievert,Consumer,West,AT&T 17929 Lendline Telephone,Technology,Phones,3,108.576,0.2,8.1432
CA-2016-138079,2016-01-22,2016-01-28,Anthony Johnson,Corporate,West,"Contract Clock, 14"", Brown",Furniture,Furnishings,5,109.9,0.0,37.366
CA-2014-143182,2014-10-15,2014-10-20,Dan Lawera,Consumer,South,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,1,15.384,0.2,4.0383
CA-2016-161662,2016-02-07,2016-02-09,Bobby Elias,Consumer,East,Xerox 1912,Office Supplies,Paper,2,30.352,0.2,10.6232
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,Machines,4,821.3,0.5,-16.426
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines,6,22638.48,0.5,-1811.0784
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,Xerox 195,Office Supplies,Paper,4,21.376,0.2,7.4816
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,3,8.016,0.2,1.002
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,2,30.768,0.2,8.0766
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,Staples,Office Supplies,Fasteners,3,18.936,0.2,5.9175
CA-2014-145317,2014-03-18,2014-03-23,Sean Miller,Home Office,South,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,3,122.352,0.2,15.294
CA-2014-143413,2014-05-24,2014-05-30,Resi Pölking,Consumer,East,Xerox 1944,Office Supplies,Paper,3,116.28,0.0,56.9772
CA-2017-156818,2017-07-11,2017-07-13,Joy Daniels,Consumer,East,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,6,132.6,0.0,17.238
CA-2017-155873,2017-06-16,2017-06-21,Alejandro Ballentine,Home Office,West,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,2,16.68,0.0,4.3368
CA-2017-155873,2017-06-16,2017-06-21,Alejandro Ballentine,Home Office,West,Xerox 215,Office Supplies,Paper,3,19.44,0.0,9.3312
CA-2017-155873,2017-06-16,2017-06-21,Alejandro Ballentine,Home Office,West,Xerox 1885,Office Supplies,Paper,4,192.16,0.0,92.2368
CA-2015-121797,2015-01-30,2015-02-06,Charles Crestani,Consumer,West,"Computer Room Manger, 14""",Furniture,Furnishings,7,227.36,0.0,81.8496
CA-2015-121797,2015-01-30,2015-02-06,Charles Crestani,Consumer,West,Bady BDG101FRU Card Printer,Technology,Machines,3,1919.976,0.2,215.9973
US-2015-120572,2015-12-11,2015-12-15,Gary Hwang,Consumer,South,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,2,12.828,0.7,-8.9796
CA-2017-132430,2017-10-09,2017-10-11,Cathy Prescott,Corporate,East,Nu-Dell Leatherette Frames,Furniture,Furnishings,4,45.888,0.2,9.1776
CA-2017-146031,2017-07-29,2017-08-01,Gary McGarr,Consumer,East,Sanford Liquid Accent Highlighters,Office Supplies,Art,9,60.12,0.0,22.2444
CA-2014-110100,2014-04-25,2014-04-29,Lena Creighton,Consumer,South,AT&T CL2909,Technology,Phones,3,302.376,0.2,37.797
CA-2015-103723,2015-12-01,2015-12-06,Beth Thompson,Home Office,West,Prang Drawing Pencil Set,Office Supplies,Art,5,13.9,0.0,5.56
CA-2014-127187,2014-12-04,2014-12-08,Cathy Prescott,Corporate,East,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,2,129.98,0.0,62.3904
CA-2017-128475,2017-08-26,2017-09-01,Steve Carroll,Home Office,South,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,2,71.98,0.0,15.1158
CA-2014-100006,2014-09-07,2014-09-13,Dennis Kane,Consumer,East,AT&T EL51110 DECT,Technology,Phones,3,377.97,0.0,109.6113
CA-2017-144827,2017-12-21,2017-12-27,Sanjit Engle,Consumer,West,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,2,124.36,0.0,33.5772
CA-2014-110030,2014-12-06,2014-12-08,Luke Foster,Consumer,Central,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,3,23.976,0.6,-14.3856
CA-2014-121286,2014-11-04,2014-11-08,Odella Nelson,Corporate,South,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,3,8.376,0.2,2.7222
CA-2014-121286,2014-11-04,2014-11-08,Odella Nelson,Corporate,South,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,5,58.24,0.2,5.096
CA-2016-164735,2016-04-14,2016-04-19,Tom Boeckenhauer,Consumer,South,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,5,81.2,0.0,12.18
CA-2014-153479,2014-10-04,2014-10-08,David Flashing,Consumer,West,Avery 512,Office Supplies,Labels,5,14.45,0.0,6.7915
CA-2014-153479,2014-10-04,2014-10-08,David Flashing,Consumer,West,GBC Recycled Regency Composition Covers,Office Supplies,Binders,2,95.648,0.2,31.0856
CA-2017-149888,2017-11-07,2017-11-13,Emily Phan,Consumer,East,Jabra Supreme Plus Driver Edition Headset,Technology,Phones,5,359.97,0.4,-71.994
CA-2017-149888,2017-11-07,2017-11-13,Emily Phan,Consumer,East,Bevis Rectangular Conference Tables,Furniture,Tables,4,350.352,0.4,-140.1408
CA-2017-119193,2017-12-22,2017-12-24,Sally Knutson,Consumer,East,Angle-D Ring Binders,Office Supplies,Binders,1,1.641,0.7,-1.3128
CA-2017-119193,2017-12-22,2017-12-24,Sally Knutson,Consumer,East,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,7,629.958,0.4,94.4937
CA-2017-104801,2017-02-13,2017-02-19,Fred Harton,Consumer,West,Newell 311,Office Supplies,Art,3,6.63,0.0,1.7901
CA-2017-104801,2017-02-13,2017-02-19,Fred Harton,Consumer,West,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,4,799.96,0.0,343.9828
CA-2017-104801,2017-02-13,2017-02-19,Fred Harton,Consumer,West,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,1,107.53,0.0,21.506
CA-2014-107594,2014-07-02,2014-07-06,Eric Hoffmann,Consumer,East,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2,73.98,0.0,19.9746
CA-2014-107594,2014-07-02,2014-07-06,Eric Hoffmann,Consumer,East,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,1,5.58,0.0,2.1762
CA-2015-129770,2015-02-21,2015-02-23,Joe Elijah,Consumer,West,Easy-staple paper,Office Supplies,Paper,4,49.12,0.0,23.0864
CA-2015-115798,2015-11-13,2015-11-19,Ken Lonsdale,Consumer,East,BlackBerry Q10,Technology,Phones,3,377.97,0.0,94.4925
CA-2015-115798,2015-11-13,2015-11-19,Ken Lonsdale,Consumer,East,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper,7,42.28,0.0,19.8716
CA-2015-115798,2015-11-13,2015-11-19,Ken Lonsdale,Consumer,East,Bestar Classic Bookcase,Furniture,Bookcases,3,299.97,0.0,56.9943
CA-2015-115798,2015-11-13,2015-11-19,Ken Lonsdale,Consumer,East,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,2,89.98,0.0,43.1904
CA-2017-122707,2017-04-16,2017-04-18,Edward Becker,Corporate,South,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,4,477.24,0.0,9.5448
CA-2017-122707,2017-04-16,2017-04-18,Edward Becker,Corporate,South,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,2,25.98,0.0,1.5588
CA-2016-165015,2016-02-25,2016-02-27,Bruce Degenhardt,Consumer,East,Staple envelope,Office Supplies,Envelopes,5,46.72,0.2,17.52
CA-2014-149244,2014-11-04,2014-11-08,MaryBeth Skach,Consumer,West,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,2,35.34,0.0,13.4292
CA-2015-140144,2015-06-20,2015-06-25,Stewart Carmichael,Corporate,West,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,6,257.64,0.0,100.4796
CA-2015-140144,2015-06-20,2015-06-25,Stewart Carmichael,Corporate,West,netTALK DUO VoIP Telephone Service,Technology,Phones,3,125.976,0.2,47.241
CA-2017-163321,2017-08-07,2017-08-11,Fred McMath,Consumer,South,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,1,79.992,0.2,21.9978
CA-2014-155887,2014-05-12,2014-05-17,Kean Thornton,Consumer,East,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,3,700.056,0.3,-130.0104
US-2015-165449,2015-11-22,2015-11-26,Anne Pryor,Home Office,Central,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,4,27.168,0.2,-1.3584
CA-2015-110247,2015-12-04,2015-12-08,Ritsa Hightower,Consumer,South,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,3,8.226,0.7,-6.0324
US-2014-141257,2014-06-08,2014-06-14,Carlos Soltero,Consumer,West,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,3,585.552,0.2,73.194
CA-2014-154669,2014-08-08,2014-08-11,Tamara Manning,Consumer,West,Advantus Rolling Drawer Organizers,Office Supplies,Storage,11,423.28,0.0,110.0528
CA-2014-158029,2014-05-26,2014-05-30,Herbert Flentye,Consumer,West,Hon Olson Stacker Stools,Furniture,Chairs,2,225.296,0.2,22.5296
CA-2015-155306,2015-04-17,2015-04-21,George Ashbrook,Consumer,West,Prang Drawing Pencil Set,Office Supplies,Art,2,5.56,0.0,2.224
CA-2015-155306,2015-04-17,2015-04-21,George Ashbrook,Consumer,West,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,3,323.37,0.0,129.348
CA-2015-155306,2015-04-17,2015-04-21,George Ashbrook,Consumer,West,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,5,783.96,0.2,68.5965
CA-2015-155306,2015-04-17,2015-04-21,George Ashbrook,Consumer,West,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,5,1447.65,0.0,419.8185
CA-2015-155306,2015-04-17,2015-04-21,George Ashbrook,Consumer,West,Xerox 1903,Office Supplies,Paper,2,11.96,0.0,5.8604
CA-2016-127775,2016-06-11,2016-06-13,Erica Smith,Consumer,East,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,3,239.97,0.0,71.991
CA-2016-146171,2016-03-11,2016-03-15,Julie Prescott,Home Office,South,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,4,76.92,0.0,31.5372
CA-2016-146171,2016-03-11,2016-03-15,Julie Prescott,Home Office,South,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage,4,481.32,0.0,125.1432
CA-2014-129574,2014-05-26,2014-05-29,Dean percer,Home Office,West,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,5,48.4,0.0,23.232
CA-2017-126536,2017-10-12,2017-10-14,Neil Knudson,Home Office,West,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,1,0.99,0.0,0.4356
CA-2017-126536,2017-10-12,2017-10-14,Neil Knudson,Home Office,West,Canvas Sectional Post Binders,Office Supplies,Binders,5,101.84,0.2,36.917
CA-2017-165757,2017-06-22,2017-06-28,Paul Lucas,Home Office,East,GBC Plasticlear Binding Covers,Office Supplies,Binders,3,10.332,0.7,-7.5768
CA-2017-165757,2017-06-22,2017-06-28,Paul Lucas,Home Office,East,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,5,31.155,0.7,-23.8855
CA-2017-165757,2017-06-22,2017-06-28,Paul Lucas,Home Office,East,Plastic Stacking Crates & Casters,Office Supplies,Storage,2,8.928,0.2,0.6696
CA-2017-167752,2017-01-15,2017-01-18,Robert Waldorf,Consumer,East,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,1,34.384,0.2,3.8682
CA-2017-167752,2017-01-15,2017-01-18,Robert Waldorf,Consumer,East,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,8,1924.16,0.2,312.676
US-2015-122140,2015-04-02,2015-04-07,Michael Oakman,Consumer,Central,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,2,32.192,0.8,-80.48
US-2015-122140,2015-04-02,2015-04-07,Michael Oakman,Consumer,Central,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,7,50.12,0.2,-0.6265
US-2015-122140,2015-04-02,2015-04-07,Michael Oakman,Consumer,Central,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,3,47.976,0.2,1.7991
CA-2016-163986,2016-09-03,2016-09-10,Jennifer Jackson,Consumer,Central,Crate-A-Files,Office Supplies,Storage,5,54.5,0.0,14.17
CA-2017-158967,2017-12-10,2017-12-12,Brian Thompson,Consumer,South,Staple-based wall hangings,Furniture,Furnishings,3,19.104,0.2,5.7312
CA-2016-131576,2016-11-22,2016-11-26,Rob Dowd,Consumer,Central,Ibico Standard Transparent Covers,Office Supplies,Binders,3,49.44,0.0,24.2256
CA-2017-143455,2017-11-11,2017-11-18,Max Ludwig,Home Office,East,Xerox 222,Office Supplies,Paper,2,10.368,0.2,3.6288
CA-2016-144729,2016-10-21,2016-10-25,Joel Eaton,Consumer,West,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,3,154.44,0.0,1.5444
CA-2015-127019,2015-12-21,2015-12-25,Elpida Rittenbach,Corporate,West,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,7,60.984,0.2,4.5738
CA-2015-138534,2015-07-17,2015-07-19,Jessica Myrick,Consumer,West,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,2,195.466,0.15,-13.7976
CA-2017-108322,2017-04-30,2017-05-05,Saphhira Shifley,Corporate,South,3M Hangers With Command Adhesive,Furniture,Furnishings,8,23.68,0.2,6.216
CA-2017-108322,2017-04-30,2017-05-05,Saphhira Shifley,Corporate,South,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,3,2.376,0.2,0.7425
CA-2017-167668,2017-05-06,2017-05-08,Toby Carlisle,Consumer,East,Avery 505,Office Supplies,Labels,4,59.2,0.0,29.6
CA-2017-146724,2017-11-20,2017-11-27,Hunter Glantz,Consumer,Central,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,10,22.0,0.0,9.68
CA-2016-139878,2016-11-11,2016-11-16,Lisa DeCherney,Consumer,Central,Digium D40 VoIP phone,Technology,Phones,2,257.98,0.0,74.8142
US-2016-106677,2016-11-05,2016-11-10,Alejandro Savely,Corporate,East,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,2,23.988,0.4,-15.992
CA-2016-116974,2016-10-09,2016-10-15,Michael Paige,Corporate,East,Mediabridge Sport Armband iPhone 5s,Technology,Phones,4,23.976,0.4,-15.5844
CA-2015-149972,2015-09-21,2015-09-23,Cynthia Delaney,Home Office,West,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,4,601.536,0.2,0.0
CA-2015-149972,2015-09-21,2015-09-23,Cynthia Delaney,Home Office,West,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,2,7.9,0.0,2.528
US-2014-117744,2014-12-02,2014-12-06,Michael Dominguez,Corporate,Central,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,5,58.36,0.6,-24.803
US-2014-117744,2014-12-02,2014-12-06,Michael Dominguez,Corporate,Central,Newell 343,Office Supplies,Art,7,16.464,0.2,1.4406
US-2014-117744,2014-12-02,2014-12-06,Michael Dominguez,Corporate,Central,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,5,39.96,0.6,-23.976
CA-2014-125514,2014-09-21,2014-09-22,Brian Moss,Corporate,Central,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,2,25.96,0.0,7.5284
CA-2014-125514,2014-09-21,2014-09-22,Brian Moss,Corporate,Central,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,3,36.27,0.0,10.881
CA-2014-125514,2014-09-21,2014-09-22,Brian Moss,Corporate,Central,Xerox 224,Office Supplies,Paper,1,6.48,0.0,3.1104
CA-2014-154599,2014-04-12,2014-04-17,Kean Nguyen,Corporate,West,Pyle PMP37LED,Technology,Phones,14,1075.088,0.2,94.0702
CA-2014-154599,2014-04-12,2014-04-17,Kean Nguyen,Corporate,West,AT&T 1080 Corded phone,Technology,Phones,4,438.368,0.2,38.3572
CA-2014-154599,2014-04-12,2014-04-17,Kean Nguyen,Corporate,West,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,7,18.088,0.2,6.5569
CA-2014-154599,2014-04-12,2014-04-17,Kean Nguyen,Corporate,West,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,3,308.499,0.15,-18.147
CA-2017-158743,2017-10-20,2017-10-27,Ivan Gibson,Consumer,South,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,4,13.36,0.0,4.1416
CA-2017-158743,2017-10-20,2017-10-27,Ivan Gibson,Consumer,South,Xerox 1884,Office Supplies,Paper,2,39.96,0.0,18.7812
